Address,tenure,room,space,construction,material,vehicle,motorcycle,cookingfuel,heatingfuel,waterheatingfuel,facilities
20001385717,4,3,100.0,2,4,1,1,3,3,4,8
20001385720,4,4,90.0,3,4,1,0,3,3,4,5
20001385723,4,4,90.0,3,4,0,1,3,3,4,8
20002385808,4,3,70.0,3,7,0,0,3,3,4,5
20002385811,4,3,70.0,3,7,0,1,3,3,4,7
20002385814,4,4,90.0,3,4,0,1,3,3,4,7
20002385817,4,5,90.0,3,3,0,1,3,3,4,7
20002385820,4,4,100.0,3,1,1,1,3,3,4,8
20002385823,4,2,30.0,3,6,0,0,3,3,4,5
20002385909,4,3,80.0,3,7,0,0,3,3,4,3
20002385911,4,4,90.0,3,7,0,0,3,3,4,5
20002385915,4,2,35.0,3,7,0,0,3,3,4,4
20002385916,4,5,100.0,3,1,0,1,3,3,4,8
20002385920,4,5,90.0,3,7,1,0,3,3,4,9
20002385923,4,3,70.0,3,7,0,0,3,3,4,3
20002386008,4,2,40.0,3,7,0,0,3,3,4,5
20002386011,4,2,100.0,3,7,0,0,3,3,4,5
20002386015,4,4,80.0,3,4,0,0,3,3,4,8
20002386020,4,4,120.0,3,7,0,1,3,3,4,6
20002386023,4,3,100.0,3,1,1,1,3,3,4,5
20002386108,4,3,60.0,3,3,0,1,3,3,4,6
20002386111,4,3,50.0,3,3,0,1,3,3,4,4
20002386115,4,4,100.0,3,4,1,0,3,3,4,6
20002386117,4,3,90.0,3,4,1,0,3,3,4,2
20002386120,4,5,110.0,3,1,1,0,3,3,4,9
20002386123,4,3,70.0,3,1,0,1,3,3,4,4
20002386211,4,4,150.0,3,4,0,1,3,3,4,7
20002386212,4,3,55.0,3,4,0,0,3,3,4,3
20002386213,4,3,80.0,3,4,0,0,3,3,4,10
20002386216,4,4,60.0,3,4,0,0,3,3,4,5
20002386220,4,5,90.0,3,4,0,1,3,3,4,7
20002386223,4,4,150.0,3,4,0,0,3,3,4,6
20002386310,4,4,80.0,3,7,1,0,3,3,4,6
20002386311,4,3,80.0,3,7,0,0,3,3,4,6
20002386313,4,6,144.0,3,4,0,0,3,3,4,8
20002386314,4,4,90.0,3,4,1,1,3,3,4,7
20002386320,4,4,100.0,3,4,0,1,3,3,4,7
20002386323,4,2,50.0,3,7,0,0,3,3,4,4
20002386407,4,3,70.0,3,4,0,1,3,3,4,9
20002386408,4,4,100.0,3,4,0,1,3,3,4,8
20002386414,4,3,75.0,3,4,0,1,3,3,4,4
20002386417,0,2,40.0,3,3,0,0,3,3,4,4
20002386420,4,4,80.0,3,4,1,1,3,3,4,7
20002386423,4,5,75.0,3,7,0,0,3,3,4,4
20003386508,4,3,50.0,3,4,0,1,3,3,4,6
20003386511,4,3,60.0,3,7,0,0,3,3,4,5
20003386514,4,3,50.0,3,7,0,0,3,3,4,3
20003386516,4,2,40.0,3,3,0,0,3,3,4,5
20003386520,4,3,55.0,3,4,0,1,3,3,4,6
20003386523,0,1,15.0,3,7,0,0,3,3,4,1
20003386609,0,3,85.0,3,4,0,0,3,3,4,6
20003386610,4,5,90.0,3,7,0,0,3,3,4,4
20003386613,4,3,100.0,3,7,0,0,3,3,4,4
20003386614,4,5,120.0,3,4,0,1,3,3,4,5
20003386620,0,4,100.0,3,1,0,0,3,3,4,4
20003386707,0,2,40.0,3,3,0,0,3,3,4,4
20003386708,4,3,90.0,3,4,0,0,3,3,4,4
20003386713,4,4,100.0,3,4,0,0,3,3,4,7
20003386715,4,2,50.0,3,3,0,0,3,3,4,3
20003386720,4,4,120.0,3,1,0,0,3,3,4,7
20003386723,4,3,100.0,3,4,1,0,3,3,4,5
