Address,member,ISCO_w,ISIC_w,hours_w,days_w,income_w_m,income_w_y,netincome_w_m,netincome_w_y,Fasl,year
20215411923,3,9314,41000,9.0,4.0,12800000,153600000,12800000,153600000,1,98
20225415514,3,9211,1610,9.0,4.0,9600000,67200000,9600000,67200000,1,98
20219413520,1,9212,1412,8.0,7.0,0,48000000,0,48000000,1,98
20219413520,1,9211,1120,8.0,5.0,16000000,55000000,16000000,55000000,1,98
20215411911,1,9314,41000,11.0,4.0,11200000,134400000,11200000,134400000,1,98
20215411917,1,7131,43300,8.0,6.0,25000000,310000000,24440000,303280000,1,98
20202407114,1,7422,95120,8.0,6.0,15000000,180000000,15000000,180000000,1,98
20202407123,1,9214,1610,7.0,6.0,12000000,144000000,12000000,144000000,1,98
20219413509,1,9314,41000,8.0,5.0,15600000,187200000,15600000,187200000,1,98
20219413523,1,9314,41000,8.0,5.0,13200000,145200000,13200000,145200000,1,98
20216412314,1,7114,43900,8.0,6.0,22100000,265200000,22100000,265200000,1,98
20216412317,1,9411,56100,13.0,6.0,18000000,236000000,17160000,225920000,1,98
20210410720,1,2330,85210,8.0,6.0,30928000,379611000,26558000,327171000,1,98
20210410723,1,2631,85300,9.0,6.0,31000000,380475000,29000000,356475000,1,98
20227416307,2,1115,84110,5.0,7.0,7998130,95977560,7332710,87992520,1,98
20216412320,1,5153,96092,10.0,7.0,17000000,214000000,16276667,205320004,1,98
20205408307,3,1345,85490,5.0,5.0,20000000,240000000,20000000,240000000,1,98
20205408320,1,1115,84110,3.0,2.0,0,49000000,0,49000000,1,98
20205408711,3,5224,47212,10.0,6.0,6000000,75000000,6000000,75000000,1,98
20205408315,3,2342,85101,6.0,5.0,4000000,37000000,2724000,25516000,1,98
20306419114,1,9314,41000,5.0,2.0,4200000,25000000,4200000,25000000,1,98
20306419114,1,9214,1240,5.0,5.0,11000000,93000000,11000000,93000000,1,98
20323426317,1,9212,1440,10.0,7.0,12500000,100000000,12500000,100000000,1,98
20306419120,1,9314,41000,8.0,1.0,3000000,20000000,3000000,20000000,1,98
20306419120,1,9214,1240,8.0,4.0,12000000,95000000,12000000,95000000,1,98
20320425114,1,9214,1210,9.0,7.0,15000000,150000000,15000000,150000000,1,98
20302416717,1,9212,1412,10.0,7.0,12000000,144000000,11440000,137280000,1,98
20307420323,1,9314,41000,9.0,6.0,15000000,180000000,15000000,180000000,1,98
20323426314,3,2341,85102,5.0,5.0,5400000,69800000,4914000,63968000,1,98
20303417923,4,9314,41000,8.0,4.0,0,72000000,0,72000000,1,98
20319424308,1,4223,61000,8.0,6.0,20900000,268800000,19924667,257096004,1,98
20302416720,1,9314,41000,8.0,4.0,10000000,120000000,10000000,120000000,1,98
20302416720,1,8341,1610,8.0,6.0,0,25000000,0,25000000,1,98
20320425108,3,510,84220,8.0,6.0,0,8550000,0,7780500,1,98
20316423914,1,9314,41000,8.0,4.0,0,5000000,0,5000000,1,98
20314423111,1,9214,1240,5.0,3.0,0,100000000,0,100000000,1,98
20314423111,1,9211,1110,6.0,2.0,0,90000000,0,90000000,1,98
20319424313,1,2619,33140,10.0,2.0,62500000,750000000,62500000,750000000,1,98
20319424313,3,2330,85210,6.0,1.0,2000000,18000000,2000000,18000000,1,98
20319424313,3,2341,85102,6.0,5.0,4450000,40050000,4450000,40050000,1,98
20319424313,4,2310,85300,6.0,1.0,2000000,18000000,2000000,18000000,1,98
20302417123,2,7318,13932,6.0,6.0,0,25000000,0,25000000,1,98
20305418323,1,9333,96092,8.0,5.0,0,10000000,0,10000000,1,98
20313422720,1,5230,10712,8.0,6.0,10000000,20000000,10000000,20000000,1,98
20313422720,1,8332,49230,9.0,6.0,0,300000000,0,300000000,1,98
20307420308,1,5224,47710,10.0,6.0,20000000,240000000,20000000,240000000,1,98
20303417911,4,9314,41000,8.0,5.0,10000000,120000000,10000000,120000000,1,98
20303417914,1,7212,43900,8.0,6.0,20000000,120000000,20000000,120000000,1,98
20303417920,1,7318,13931,10.0,6.0,10000000,120000000,10000000,120000000,1,98
20303417917,1,7212,24100,8.0,6.0,15000000,204000000,14300000,195600000,1,98
20306419520,1,9314,41000,8.0,2.0,1500000,20000000,1500000,20000000,1,98
20306419520,1,9214,1240,8.0,4.0,13000000,115000000,13000000,115000000,1,98
20312421923,2,9212,1440,9.0,7.0,25000000,100000000,25000000,100000000,1,98
20312421923,2,9314,41000,0.0,4.0,0,6000000,0,6000000,1,98
20312421923,2,9211,1130,8.0,5.0,0,20000000,0,20000000,1,98
20312421917,2,7517,10711,7.0,7.0,4500000,54000000,4500000,54000000,1,98
20312421917,3,2342,85101,8.0,5.0,4500000,40500000,3929267,35363403,1,98
20312421911,1,9333,96092,8.0,6.0,15000000,145000000,15000000,145000000,1,98
20321425514,3,7231,45200,10.0,6.0,25000000,300000000,25000000,300000000,1,98
20321425520,1,8212,28190,8.0,6.0,25000000,328000000,23833334,314000008,1,98
20321425511,1,9333,96092,8.0,5.0,0,50000000,0,50000000,1,98
20324426714,1,9314,41000,10.0,2.0,5600000,67200000,5600000,67200000,1,98
20324426720,3,7517,10711,8.0,5.0,7000000,84000000,7000000,84000000,1,98
20305418311,3,1115,84110,4.0,6.0,4500000,64000000,4290000,61480000,1,98
20302417120,2,7318,13932,6.0,7.0,0,34500000,0,34500000,1,98
20302417108,1,9314,41000,8.0,4.0,0,40000000,0,40000000,1,98
20302417108,2,7318,13931,5.0,6.0,0,10000000,0,10000000,1,98
20302417114,1,9314,41000,9.0,5.0,14000000,168000000,14000000,168000000,1,98
20302417114,2,7318,13931,4.0,6.0,3000000,18000000,3000000,18000000,1,98
20302417110,1,9314,41000,9.0,5.0,8000000,80000000,8000000,80000000,1,98
20302417110,2,7318,13932,5.0,6.0,0,3000000,0,3000000,1,98
20302417117,1,1345,85210,6.0,5.0,45000000,550000000,40950000,501400000,1,98
20307419914,1,8142,22200,12.0,5.0,20000000,264000000,19066667,252800004,1,98
20322425923,3,2619,69100,7.0,6.0,10000000,140000000,9533334,134400008,1,98
20307419907,4,7131,43300,10.0,5.0,20000000,260000000,20000000,260000000,1,98
20303417523,1,9212,1440,10.0,7.0,10000000,120000000,10000000,120000000,1,98
20314423511,1,7518,10712,10.0,7.0,16000000,193500000,15253334,184540008,1,98
20314423508,1,4324,10792,12.0,6.0,35000000,450000000,33366667,430400004,1,98
20314423517,1,9211,1190,8.0,3.0,5000000,60000000,5000000,60000000,1,98
20314423517,1,8331,49220,8.0,1.0,6400000,76800000,6400000,76800000,1,98
20325427117,1,9211,1110,9.0,3.0,8400000,50400000,8400000,50400000,1,98
20325427117,3,7231,45200,9.0,7.0,0,0,0,0,1,98
20305418723,3,9211,1190,6.0,2.0,10000000,30000000,10000000,30000000,1,98
20320424723,1,9314,41000,5.0,2.0,4000000,20000000,4000000,20000000,1,98
20320424723,1,9214,1210,5.0,3.0,7000000,65000000,7000000,65000000,1,98
20303417507,1,9314,41000,10.0,7.0,16000000,144000000,16000000,144000000,1,98
20303417509,1,4223,49210,11.0,7.0,22000000,289000000,20973334,276680008,1,98
20313422320,1,1115,84110,3.0,3.0,2300000,32200000,2192667,30912004,1,98
20303417518,1,5414,8100,12.0,7.0,15000000,195000000,14300000,186600000,1,98
20303417518,3,4324,14100,9.0,6.0,18760000,245120000,17884534,234614408,1,98
20303417518,4,7213,25990,9.0,6.0,15100000,199200000,14395334,190744008,1,98
20322425908,1,7517,10711,7.0,6.0,18000000,216000000,17160000,205920000,1,98
20303417910,1,7233,7290,8.0,6.0,0,0,0,0,1,98
20303417910,1,7231,45200,8.0,6.0,0,220000000,0,220000000,1,98
20307420317,1,8322,49220,6.0,6.0,15000000,180000000,15000000,180000000,1,98
20307420317,1,2341,85102,5.0,5.0,15000000,180000000,14300000,171600000,1,98
20307420317,2,2341,85102,5.0,5.0,15000000,180000000,14300000,171600000,1,98
