Address,member,subsidy_number,subsidy_month,subsidy,Fasl,year
10113024421,1,1.0,12.0,1610000,1,1401
10113024421,2,1.0,12.0,5460000,1,1401
10105017229,1,1.0,12.0,1610000,1,1401
10105017229,2,2.0,12.0,10920000,1,1401
10105017221,1,1.0,12.0,1610000,1,1401
10105017221,2,3.0,12.0,16380000,1,1401
10105017219,1,1.0,12.0,1610000,1,1401
10105017219,2,3.0,12.0,16380000,1,1401
10105017232,1,1.0,12.0,1610000,1,1401
10105017232,2,2.0,12.0,10920000,1,1401
10105017226,1,1.0,12.0,1610000,1,1401
10105017226,2,2.0,12.0,10920000,1,1401
10110022035,1,1.0,12.0,1610000,1,1401
10110022035,2,1.0,12.0,5460000,1,1401
10110022022,1,1.0,12.0,1610000,1,1401
10110022022,2,1.0,12.0,1610000,1,1401
10110022022,3,1.0,12.0,5460000,1,1401
10110022032,1,1.0,12.0,1610000,1,1401
10110022032,2,2.0,12.0,10920000,1,1401
10110022029,1,4.0,12.0,21840000,1,1401
10107019632,1,1.0,12.0,1610000,1,1401
10107019632,2,1.0,12.0,5460000,1,1401
10116025629,1,1.0,12.0,1610000,1,1401
10102012435,1,2.0,12.0,10920000,1,1401
10116025627,1,1.0,12.0,1610000,1,1401
10111023227,1,1.0,12.0,1610000,1,1401
10110022024,1,1.0,12.0,1610000,1,1401
10113024435,1,1.0,12.0,1610000,1,1401
10113024435,2,4.0,12.0,21840000,1,1401
10107019626,1,4.0,12.0,21840000,1,1401
10116025635,1,1.0,12.0,1610000,1,1401
10107019623,1,1.0,12.0,1610000,1,1401
10107019623,2,3.0,12.0,16380000,1,1401
10107019620,1,1.0,12.0,1610000,1,1401
10107019620,2,1.0,12.0,5460000,1,1401
10104014826,1,1.0,12.0,1610000,1,1401
10104014826,1,1.0,8.0,3640000,1,1401
10104014826,2,2.0,12.0,10920000,1,1401
10104014820,1,1.0,12.0,1610000,1,1401
10104014820,2,2.0,12.0,10920000,1,1401
10104014835,1,1.0,12.0,1610000,1,1401
