Address,member,ISCO_s,ISIC_s,status_s,agriculture,hours_s,days_s,Total_cost,sale,income_s_y,Fasl,year
10707086429,1,8322,49220,5,2,3,3,40000000,400000000,360000000,4,1401
10707086838,1,3324,46100,5,2,7,6,1200000000,2400000000,1200000000,4,1401
10707087341,1,2611,69100,5,2,7,5,50000000,770000000,720000000,4,1401
10707087741,1,7131,43300,5,2,8,3,60000000,1020000000,960000000,4,1401
10707088235,1,2212,86202,5,2,6,5,290000000,2390000000,2100000000,4,1401
10707088735,1,5224,47710,5,2,5,5,5060000000,6500000000,1440000000,4,1401
10707088741,1,3334,68200,5,2,5,5,2000000000,3080000000,1080000000,4,1401
10707089635,1,6112,1260,5,1,6,4,120000000,1080000000,960000000,4,1401
10707089638,3,7212,33110,5,2,2,2,20000000,260000000,240000000,4,1401
10708090632,1,7115,16220,5,2,8,6,1150000000,1990000000,840000000,4,1401
10710091538,1,8322,49230,5,2,15,6,840000000,2640000000,1800000000,4,1401
10711091926,1,5224,47212,5,2,9,7,1530000000,2370000000,840000000,4,1401
